"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Count","Nsites","Density (gm/cc)","Volume","Has Bandstructure","Crystal System",""
"mp-850062","LiNiO2","P1","-1.367","0.006","0.000","","20","4.679","173.242","true","triclinic",""
"mp-767950","Li4Ni5O9","P1","-1.318","0.006","0.000","","36","4.998","309.104","false","triclinic",""
"mp-866271","LiNiO2","C2/m","-1.367","0.006","0.000","","12","4.674","104.059","false","monoclinic",""
"mp-698842","Li19Ni23O42","P1","-1.325","0.007","0.014","","84","4.879","733.031","false","triclinic",""
"mp-504102","Li(NiO2)2","R3","-1.079","0.007","0.008","","14","4.667","134.018","false","trigonal",""
"mp-762213","Li3Ni5O8","C2/m","-1.256","0.007","0.000","","48","5.208","423.06","false","monoclinic",""
"mp-769727","Li3(NiO2)4","C2/m","-1.232","0.007","0.248","","15","4.747","134.184","true","monoclinic",""
"mp-763578","Li4(NiO2)5","P1","-1.26","0.007","0.490","","19","4.675","170.926","true","triclinic",""
"mp-764767","LiNiO2","C2/m","-1.365","0.008","0.000","","16","4.621","140.335","true","monoclinic",""
"mp-762007","Li7(NiO2)9","P1","-1.245","0.01","0.461","","34","4.697","305.72","false","triclinic",""
"mp-763807","Li11Ni13O24","C2/m","-1.326","0.011","0.000","","48","4.935","411.653","false","monoclinic",""
"mp-775737","LiNi9O10","P1","-1.011","0.011","0.000","","20","6.268","184.161","false","triclinic",""
"mp-38676","Li11(NiO2)12","C2/m","-1.32","0.011","0.012","","47","4.659","415.07","true","monoclinic",""
"mp-850106","Li3(NiO2)4","C2/m","-1.228","0.011","0.030","","15","4.684","135.984","true","monoclinic",""
"mp-698630","Li9Ni23O32","P1","-1.17","0.011","0.005","","64","5.558","574.892","false","triclinic",""
"mvc-16810","Li3(NiO2)4","C2/m","-1.227","0.012","0.000","","15","4.633","137.473","false","monoclinic",""
"mp-690572","Li5(NiO2)6","P1","-1.273","0.013","0.317","","23","4.693","204.837","false","triclinic",""
"mp-771725","LiNi3O4","Cmmm","-1.141","0.013","0.000","","8","5.67","72.346","true","orthorhombic",""
"mp-690528","Li7(NiO2)8","P1","-1.294","0.014","0.005","","31","4.686","274.296","false","triclinic",""
"mp-767977","Li17Ni11O28","P1","-1.453","0.014","0.460","","56","4.279","470.179","false","triclinic",""
"mp-25592","LiNiO2","R3m","-1.359","0.014","0.000","","4","4.661","34.782","true","trigonal",""
"mp-761525","Li17Ni11O28","P1","-1.452","0.015","0.469","","56","4.34","463.572","true","triclinic",""
"mp-769473","Li13Ni9O22","P1","-1.436","0.017","0.003","","44","4.378","368.065","false","triclinic",""
"mp-770635","LiNiO2","I41/amd","-1.356","0.017","0.000","","8","4.709","68.854","true","tetragonal",""
"mp-771626","Li5Ni7O12","C2","-1.282","0.018","0.000","","24","5.093","207.884","true","monoclinic",""
"mp-771980","Li3Ni5O8","R3m","-1.246","0.018","0.000","","16","5.19","141.505","true","trigonal",""
"mp-767653","LiNi6O7","P1","-1.041","0.018","0.000","","28","6.127","255.335","false","triclinic",""
"mp-762677","Li8(NiO2)11","P1","-1.207","0.019","0.378","","82","4.704","743.551","false","triclinic",""
"mp-761436","Li7Ni5O12","P1","-1.427","0.019","0.000","","24","4.414","200.885","false","triclinic",""
"mp-762915","Li2(NiO2)3","P1","-1.171","0.019","0.539","","11","4.648","102.17","true","triclinic",""
"mp-690633","LiNi4O5","I4/m","-1.09","0.02","0.000","","10","5.913","90.349","true","tetragonal",""
"mp-771991","Li6NiO4","Pmmn","-1.842","0.022","2.859","","22","2.695","202.531","true","orthorhombic",""
"mp-767264","Li2Ni5O7","C2/m","-1.163","0.022","0.000","","14","5.582","124.751","true","monoclinic",""
"mp-767858","Li7(NiO2)10","C2/m","-1.187","0.023","0.093","","37","4.705","337.197","true","monoclinic",""
"mp-768059","Li7Ni9O16","P1","-1.295","0.024","0.066","","32","5.045","274.1","false","triclinic",""
"mp-705828","Li23Ni17O40","P1","-1.415","0.024","0.046","","80","4.454","670.144","false","triclinic",""
"mp-762660","Li2(NiO2)3","P1","-1.166","0.024","0.275","","66","4.62","616.661","false","triclinic",""
"mp-775402","Li4(NiO2)7","P1","-1.105","0.027","0.432","","25","4.65","236.62","false","triclinic",""
"mp-632491","Li(NiO2)2","Fd3m","-1.059","0.027","0.000","","14","4.634","134.978","true","cubic",""
"mp-762386","Li3(NiO2)5","P1","-1.122","0.028","0.496","","36","4.692","335.73","true","triclinic",""
"mp-997538","Li9Ni15O28","P1","-1.156","0.029","0.000","","52","4.947","466.905","false","triclinic",""
"mp-762580","Li5(NiO2)8","P1","-1.136","0.03","0.067","","58","4.627","545.72","false","triclinic",""
"mp-775354","Li5NiO4","Aea2","-1.761","0.031","1.666","","20","2.748","190.248","true","orthorhombic",""
"mp-773516","Li3NiO3","P42/mnm","-1.641","0.031","1.414","","28","3.084","274.63","true","tetragonal",""
"mvc-16803","Li(NiO2)2","P2/m","-1.055","0.032","0.080","","7","4.575","68.361","false","monoclinic",""
"mp-771532","Li(NiO2)2","P1","-1.054","0.033","0.423","","7","4.669","66.979","true","triclinic",""
"mp-771921","LiNiO2","P1","-1.34","0.033","0.000","","20","4.705","172.279","true","triclinic",""
"mp-768079","Li7(NiO2)11","P1","-1.139","0.034","0.000","","40","4.638","374.573","false","triclinic",""
"mp-25587","LiNiO2","Cm","-1.339","0.034","0.316","","4","4.317","37.551","false","monoclinic",""
"mp-762450","Li6(NiO2)11","P1","-1.081","0.035","0.474","","39","4.61","374.33","false","triclinic",""
"mp-762391","Li2(NiO2)3","C2/m","-1.155","0.035","0.000","","11","4.589","103.464","true","monoclinic",""
"mp-762165","Li3(NiO2)5","P1","-1.115","0.035","0.000","","18","4.686","168.059","true","triclinic",""
"mp-762388","Li2(NiO2)3","Cc","-1.155","0.035","0.318","","22","4.61","205.993","true","monoclinic",""
"mp-762513","Li7(NiO2)12","C2","-1.103","0.036","0.023","","43","4.662","404.922","true","monoclinic",""
"mp-850945","Li47(NiO4)8","P1","-1.819","0.037","1.124","","87","2.676","811.605","false","triclinic",""
"mp-771927","Li7Ni5O12","C2","-1.408","0.038","0.000","","24","4.37","202.934","true","monoclinic",""
"mp-705910","Li15(NiO2)14","Cm","-1.355","0.039","0.000","","57","4.569","499.317","false","monoclinic",""
"mp-763296","Li12Ni11O28","P1","-1.231","0.041","0.890","","51","4.242","460.731","true","triclinic",""
"mp-762449","Li7Ni13O24","C2/m","-1.11","0.041","0.005","","44","4.899","405.231","false","monoclinic",""
"mp-768104","Li6(NiO2)13","P1","-1.015","0.042","0.000","","45","4.625","438.245","false","triclinic",""
"mp-762902","Li2(NiO2)3","Cc","-1.148","0.042","0.311","","22","4.629","205.148","true","monoclinic",""
"mp-762255","Li(NiO2)2","Imma","-1.043","0.043","0.000","","14","4.698","133.124","true","orthorhombic",""
"mp-762385","Li4(NiO2)11","P1","-0.934","0.044","0.785","","37","4.547","374.473","true","triclinic",""
"mp-769472","Li11(NiO4)2","C2","-1.786","0.044","0.000","","42","2.69","397.225","true","monoclinic",""
"mp-850116","Li8(NiO2)5","P1","-1.487","0.045","0.017","","23","4.104","205.952","false","triclinic",""
"mp-997521","Li4Ni7O12","P1","-1.164","0.045","0.026","","69","5.057","621.224","false","triclinic",""
"mp-762932","Li4(NiO2)5","P1","-1.221","0.046","0.378","","19","4.381","182.405","false","triclinic",""
"mp-25606","LiNiO2","C2/m","-1.324","0.049","0.000","","16","4.365","148.565","true","monoclinic",""
"mp-694965","Li3(NiO2)8","P1","-0.937","0.05","0.000","","27","4.584","270.364","true","triclinic",""
"mp-762286","Li6(NiO2)5","P1","-1.379","0.052","0.000","","21","4.306","190.919","true","triclinic",""
"mp-762387","Li2(NiO2)5","P1","-0.955","0.053","0.687","","17","4.297","180.594","true","triclinic",""
"mp-773252","Li2(NiO2)3","Aea2","-1.137","0.054","0.494","","22","4.401","215.766","true","orthorhombic",""
"mp-774102","LiNiO2","Imma","-1.319","0.054","0.000","","16","4.788","135.433","true","orthorhombic",""
"mp-763806","Li4(NiO2)5","P1","-1.213","0.054","0.107","","38","4.782","334.228","true","triclinic",""
"mp-771429","Li(NiO2)2","P63mc","-1.03","0.057","0.337","","28","4.859","257.44","true","hexagonal",""
"mp-19183","Li2NiO2","Immm","-1.558","0.058","2.955","","5","3.582","48.476","true","orthorhombic",""
"mp-764850","Li3(NiO2)4","P1","-1.176","0.064","0.284","","15","4.789","133.014","false","triclinic",""
"mp-780518","Li5(NiO2)4","Cc","-1.38","0.064","0.000","","34","4.551","290.031","true","monoclinic",""
"mvc-16813","Li(NiO2)4","C2/m","-0.815","0.066","0.000","","13","4.546","135.042","false","monoclinic",""
"mp-775731","Li9(NiO4)2","Pca21","-1.676","0.074","1.434","","76","2.602","785.824","false","orthorhombic",""
"mp-780142","Li5(NiO2)4","P4332","-1.37","0.075","0.000","","68","4.483","588.949","true","cubic",""
"mp-762451","Li5Ni9O16","P1","-1.103","0.077","0.003","","60","4.994","544.617","false","triclinic",""
"mp-778781","Li2NiO2","R3m","-1.534","0.082","1.938","","5","3.327","52.201","true","trigonal",""
"mp-762930","Li3(NiO2)5","P1","-1.064","0.086","0.225","","18","4.72","166.861","true","triclinic",""
"mp-779850","Li5NiO4","Pbca","-1.699","0.093","1.746","","80","2.743","762.363","true","orthorhombic",""
"mp-705827","Li2(NiO2)21","P1","-0.639","0.098","0.055","","65","4.601","692.298","false","triclinic",""
"mp-25596","LiNiO2","Imm2","-1.204","0.17","0.572","","4","3.61","44.905","true","orthorhombic",""
"mp-632864","LiNiO2","P6/mmm","-0.474","0.899","0.045","","12","2.478","196.297","false","hexagonal",""
"mp-5840","LiScO2","I41/amd","-3.359","0","3.904","1","8","3.338","83.477","true","tetragonal",""
"mp-768110","Li2Ti3CoO8","P213","-3.005","0","2.442","37","56","3.799","602.19","true","cubic",""
"mp-773984","Li3Ti6Co3O16","P21","-2.892","0.026","0.000","","56","4.07","604.459","true","monoclinic",""
"mp-775109","Li2TiCo3O8","R3m","-2.013","0.031","0.000","","14","4.542","134.008","true","trigonal",""
"mp-764281","Li5Ti2Co3O10","P1","-2.384","0.035","0.896","","20","4.273","181.58","true","triclinic",""
"mp-761669","Li2Ti3CoO8","R3m","-2.969","0.036","1.869","","14","3.808","150.189","true","trigonal",""
"mp-773179","Li2TiCo3O8","Cc","-2.004","0.04","0.000","","28","4.654","261.575","true","monoclinic",""
"mp-763447","Li5Ti2Co5O12","C2","-2.195","0.043","0.595","","24","4.658","219.971","true","monoclinic",""
"mp-769646","Li2TiCo2O5","C2","-2.283","0.046","1.569","","20","4.624","186.451","true","monoclinic",""
"mp-770897","Li4TiCo3O8","C2/m","-2.128","0.053","0.000","","16","4.489","140.737","true","monoclinic",""
"mp-770848","Li2TiCo2O5","C2/c","-2.273","0.056","1.258","","20","4.669","184.673","true","monoclinic",""
"mp-775110","Li2Ti3CoO8","P63mc","-2.949","0.056","1.729","","28","3.837","298.086","true","hexagonal",""
"mp-769648","Li2TiCo2O5","C2","-2.273","0.056","1.418","","20","4.67","184.613","true","monoclinic",""
"mp-761572","Li2TiCoO4","I4m2","-2.52","0.059","0.181","","8","4.183","73.313","true","tetragonal",""
"mp-773265","Li4TiCo3O8","P1","-2.118","0.063","0.987","","16","3.447","183.287","true","triclinic",""
"mp-771086","Li3Ti(CoO2)4","C2/m","-2.004","0.063","0.089","","16","4.775","150.365","true","monoclinic",""
"mp-771514","Li4TiCo5O12","C2/m","-1.886","0.064","0.000","","22","4.461","209.292","true","monoclinic",""
"mp-777046","Li4Ti5Co3O16","Cm","-2.704","0.065","0.510","","28","4.162","279.246","true","monoclinic",""
"mp-764391","Li3TiCo3O8","P63mc","-2.064","0.067","0.640","","30","4.759","260.621","true","hexagonal",""
"mp-765513","LiTiCoO4","P4322","-2.46","0.067","0.940","","28","4.054","291.18","true","tetragonal",""
"mp-775264","Li4Ti2Co3O10","P1","-2.346","0.068","0.694","","38","4.308","354.811","true","triclinic",""
"mp-771220","Li3Ti(CoO3)2","C2/m","-2.244","0.069","0.000","","12","4.238","110.707","true","monoclinic",""
"mp-768051","Li3TiCo3O8","R3m","-2.054","0.077","1.718","","15","4.563","135.902","true","trigonal",""
"mp-771756","Li4Ti3Co5O16","Cm","-2.203","0.083","0.321","","28","4.494","266.769","true","monoclinic",""
"mp-773974","Li6Ti15Co3O32","R3m","-3.07","0.085","0.000","","56","3.959","607.542","true","trigonal",""
"mp-777142","Li4Ti4Co5O18","Pbam","-2.32","0.085","0.137","","62","4.147","642.108","false","orthorhombic",""
"mp-761620","Li2Ti2CoO6","Cmce","-2.763","0.087","2.292","","22","3.641","241.291","true","orthorhombic",""
"mp-770850","Li2TiCo2O5","P1","-2.239","0.09","0.714","","20","4.642","185.729","true","triclinic",""
"mp-769541","Li4Ti3(CoO3)6","Pm","-2.096","0.091","0.044","","62","4.318","625.315","false","monoclinic",""
"mp-780162","Li4Ti3(CoO4)3","P1","-2.472","0.092","0.583","","22","4.08","219.859","true","triclinic",""
"mp-769994","Li3Ti2CoO6","C2/m","-2.712","0.092","0.280","","12","4.043","111.502","true","monoclinic",""
"mp-769510","Li5Ti4Co3O16","P1","-2.462","0.096","0.336","","56","3.704","590.914","true","triclinic",""
"mp-774116","Li2Ti3CoO8","R3m","-2.905","0.099","0.999","","14","3.891","146.975","true","trigonal",""
"mp-781664","Li3Ti2(CoO4)2","P1","-2.471","0.102","0.594","","15","4.117","146.175","true","triclinic",""
"mp-762834","LiTi2Co3O10","P1","-2.112","0.104","0.190","","16","4.122","177.023","true","triclinic",""
"mp-762831","Li3Ti2Co3O10","P1","-2.255","0.107","0.446","","18","4.018","187.35","true","triclinic",""
"mp-762215","Li2TiCo3O8","C2","-1.921","0.123","0.145","","56","4.107","592.791","true","monoclinic",""
"mp-761615","Li2Ti(CoO3)2","Cmce","-2.105","0.152","0.911","","22","3.997","228.982","true","orthorhombic",""
"mp-769567","Li10Ti11Cr9O40","P1","-2.928","0","0.000","74","70","3.777","749.144","false","triclinic",""
"mp-771738","LiTiCrO4","Imma","-2.89","0","1.651","","14","3.802","149.179","true","orthorhombic",""
"mp-775469","Li6Ti7Cr5O24","P1","-2.953","0","0.000","","42","3.773","449.204","false","triclinic",""
"mp-771759","Li2Ti3CrO8","R3m","-3.074","0.003","0.000","","14","3.729","150.265","true","trigonal",""
"mp-779361","Li24Ti11CrO36","P1","-2.931","0.003","1.556","","72","3.35","654.85","true","triclinic",""
"mp-778889","Li24Ti11CrO36","C2","-2.931","0.003","1.518","","72","3.34","656.819","false","monoclinic",""
"mp-779092","Li24Ti11CrO36","C2","-2.931","0.003","1.465","","72","3.349","654.961","true","monoclinic",""
"mp-779227","Li24Ti11CrO36","C2","-2.931","0.003","1.443","","72","3.355","653.952","true","monoclinic",""
"mp-779775","Li24Ti11CrO36","C2","-2.93","0.004","1.331","","72","3.359","653.003","true","monoclinic",""
"mp-775616","Li2Ti3CrO8","P4332","-3.073","0.004","0.000","","56","3.726","601.671","true","cubic",""
"mp-777709","Li32Ti13Cr3O48","P1","-2.851","0.007","1.435","","96","3.377","869.44","false","triclinic",""
"mp-777982","Li32Ti13Cr3O48","P1","-2.851","0.007","1.481","","96","3.386","867.095","false","triclinic",""
"mp-777496","Li32Ti13Cr3O48","P1","-2.85","0.007","1.384","","96","3.386","867.301","false","triclinic",""
"mp-777983","Li32Ti13Cr3O48","P1","-2.85","0.007","1.393","","96","3.386","867.152","false","triclinic",""
"mp-779768","Li32Ti11Cr5O48","P1","-2.754","0.012","1.215","","96","3.415","863.839","false","triclinic",""
"mp-771280","Li24Ti7Cr5O36","P1","-2.677","0.012","1.302","","72","3.436","646.401","true","triclinic",""
"mp-771286","Li24Ti7Cr5O36","P1","-2.677","0.012","1.275","","72","3.438","646.043","true","triclinic",""
"mp-771284","Li24Ti7Cr5O36","P1","-2.676","0.012","1.315","","72","3.439","645.818","true","triclinic",""
"mp-771228","Li4TiCrO6","P1","-2.615","0.013","1.227","","48","3.452","430.277","true","triclinic",""
"mp-771285","Li24Ti7Cr5O36","P1","-2.676","0.013","1.294","","72","3.432","647.151","true","triclinic",""
"mp-771282","Li24Ti7Cr5O36","P1","-2.676","0.013","1.213","","72","3.436","646.527","true","triclinic",""
"mp-771367","Li24Ti7Cr5O36","P1","-2.676","0.013","1.293","","72","3.439","645.895","true","triclinic",""
"mp-771283","Li24Ti7Cr5O36","P1","-2.676","0.013","1.250","","72","3.433","646.963","true","triclinic",""
"mp-771213","Li4TiCrO6","P1","-2.614","0.013","1.228","","48","3.464","428.757","true","triclinic",""
"mp-771274","Li24Ti5Cr7O36","P1","-2.552","0.015","1.166","","72","3.475","643.201","true","triclinic",""
"mp-771354","Li24Ti7Cr5O36","P1","-2.674","0.015","1.314","","72","3.446","644.585","true","triclinic",""
"mp-771266","Li24Ti5Cr7O36","P1","-2.551","0.015","1.207","","72","3.483","641.704","true","triclinic",""
"mp-771215","Li4TiCrO6","P1","-2.613","0.015","1.277","","48","3.461","429.116","true","triclinic",""
"mp-771358","Li24Ti5Cr7O36","P1","-2.551","0.015","1.226","","72","3.473","643.467","true","triclinic",""
"mp-771305","Li24Ti5Cr7O36","P1","-2.551","0.015","1.221","","72","3.481","641.93","true","triclinic",""
"mp-771300","Li24Ti7Cr5O36","P1","-2.674","0.015","1.220","","72","3.436","646.503","true","triclinic",""
"mp-771273","Li24Ti5Cr7O36","P1","-2.551","0.015","1.221","","72","3.481","641.939","true","triclinic",""
"mp-771365","Li24Ti5Cr7O36","P1","-2.551","0.016","1.176","","72","3.479","642.463","true","triclinic",""
"mp-771301","Li24Ti5Cr7O36","P1","-2.551","0.016","1.191","","72","3.479","642.438","true","triclinic",""
"mp-771302","Li24Ti5Cr7O36","P1","-2.551","0.016","1.198","","72","3.48","642.224","true","triclinic",""
"mp-778043","Li32Ti3Cr13O48","P1","-2.381","0.017","1.051","","96","3.526","852.254","false","triclinic",""
"mp-771268","Li4TiCrO6","C2/c","-2.61","0.017","1.311","","48","3.461","429.188","true","monoclinic",""
"mp-777614","Li32Ti3Cr13O48","P1","-2.381","0.017","1.140","","96","3.526","852.341","false","triclinic",""
"mp-771277","Li24Ti5Cr7O36","P1","-2.549","0.017","1.172","","72","3.482","641.892","true","triclinic",""
"mp-777715","Li32Ti3Cr13O48","P1","-2.38","0.017","1.088","","96","3.538","849.422","false","triclinic",""
"mp-777523","Li32Ti3Cr13O48","P1","-2.38","0.018","1.123","","96","3.537","849.612","false","triclinic",""
"mp-778621","Li32Ti3Cr13O48","P1","-2.38","0.018","1.107","","96","3.526","852.17","false","triclinic",""
"mp-777524","Li32Ti3Cr13O48","P1","-2.38","0.018","0.993","","96","3.546","847.414","false","triclinic",""
"mp-777910","Li32Ti3Cr13O48","P1","-2.38","0.018","1.080","","96","3.538","849.433","false","triclinic",""
"mp-778542","Li32Ti3Cr13O48","P1","-2.38","0.018","1.017","","96","3.547","847.245","false","triclinic",""
"mp-769687","Li4TiCrO6","C2","-2.609","0.018","1.295","","12","3.458","107.382","true","monoclinic",""
"mp-778343","Li32Ti3Cr13O48","P1","-2.38","0.018","1.124","","96","3.527","852.047","false","triclinic",""
"mp-779077","Li24TiCr11O36","P1","-2.303","0.018","0.889","","72","3.554","636.554","true","triclinic",""
"mp-771279","Li4TiCrO6","C2","-2.609","0.019","1.200","","48","3.46","429.323","true","monoclinic",""
"mp-779761","Li32Ti5Cr11O48","C2","-2.471","0.019","0.758","","96","3.512","851.682","false","monoclinic",""
"mp-769686","Li4TiCrO6","C2/c","-2.608","0.019","1.143","","24","3.472","213.904","true","monoclinic",""
"mp-868821","Li2TiCr3O8","P4332","-2.564","0.019","0.000","","56","3.878","592.211","true","cubic",""
"mp-771353","Li24Ti5Cr7O36","P1","-2.547","0.02","0.000","","72","3.488","640.687","true","triclinic",""
"mp-777927","Li24TiCr11O36","C2","-2.301","0.021","0.086","","72","3.556","636.168","true","monoclinic",""
"mp-780842","Li24TiCr11O36","C2","-2.3","0.022","0.002","","72","3.554","636.575","false","monoclinic",""
