"Materials Id","Formula","Spacegroup","Formation Energy (eV)","E Above Hull (eV)","Band Gap (eV)","Count","Nsites","Density (gm/cc)","Volume","Has Bandstructure","Crystal System",""
"mp-769460","Li9Mn12Ni3O32","C2","-1.939","0.004","0.426","","56","4.115","568.893","true","monoclinic",""
"mp-764083","Li8MnNi7O16","P1","-1.491","0.007","0.158","","32","4.613","279.786","false","triclinic",""
"mp-771114","Li3Mn(NiO2)4","C2/m","-1.504","0.009","0.000","","16","5.063","143.823","true","monoclinic",""
"mp-853151","Li5Mn(Ni2O5)2","P1","-1.559","0.014","0.000","","20","4.558","176.473","true","triclinic",""
"mp-777117","Li2MnNi3O8","P1","-1.35","0.014","0.299","","56","4.532","546.52","false","triclinic",""
"mp-771234","Li5Mn2Ni3O10","P1","-1.757","0.016","0.208","","20","4.563","174.936","false","triclinic",""
"mp-769631","Li2Mn3NiO8","R3m","-1.903","0.016","0.548","","14","4.244","142.958","true","trigonal",""
"mp-774245","Li5Mn5(NiO6)2","C2","-1.938","0.02","0.530","","24","4.565","225.102","true","monoclinic",""
"mp-762583","Li3MnNi3O8","C2/m","-1.486","0.02","0.358","","15","4.481","140.747","false","monoclinic",""
"mp-772251","Li3Mn4NiO8","C2/m","-1.98","0.021","0.000","","16","4.602","154.156","true","monoclinic",""
"mp-765722","Li4Mn3NiO8","C2/m","-1.996","0.022","0.204","","16","4.274","147.346","true","monoclinic",""
"mp-771196","Li8Mn12Ni4O31","P1","-1.9","0.023","0.860","","55","4.187","573.334","true","triclinic",""
"mp-777280","Li3Mn(NiO3)2","C2/m","-1.681","0.025","0.000","","12","4.484","107.075","true","monoclinic",""
"mp-762749","Li6MnNi7O16","P1","-1.346","0.026","0.286","","60","4.593","551.998","false","triclinic",""
"mp-762958","Li6MnNi7O16","P1","-1.344","0.028","0.320","","60","4.626","548.071","false","triclinic",""
"mp-771810","Li2MnNi3O8","R3m","-1.335","0.028","0.000","","14","4.529","136.724","true","trigonal",""
"mp-771548","Li5Mn2Ni5O12","C2","-1.603","0.03","0.000","","24","4.973","210.384","true","monoclinic",""
"mp-762612","Li4Mn(Ni2O5)2","P1","-1.446","0.031","0.022","","38","4.587","345.7","false","triclinic",""
"mp-762635","Li3Mn3NiO8","P1","-1.94","0.034","0.378","","15","4.24","145.826","true","triclinic",""
"mp-763752","Li3Mn2(NiO4)2","P1","-1.73","0.035","0.000","","15","4.395","142.091","true","triclinic",""
"mp-762625","Li4Mn3(NiO4)3","P1","-1.689","0.036","0.290","","22","4.344","214.317","false","triclinic",""
"mp-765551","Li2MnNiO4","Imma","-1.836","0.037","0.256","","16","4.465","142.462","true","orthorhombic",""
"mp-868126","Li3Mn(NiO3)2","C2/c","-1.666","0.04","0.000","","24","4.327","221.932","true","monoclinic",""
"mp-762589","Li4Mn5(NiO6)2","P21","-1.891","0.04","0.630","","46","4.545","447.116","true","monoclinic",""
"mp-771720","Li3Mn2NiO6","C2/m","-1.928","0.042","0.000","","12","4.344","109.094","true","monoclinic",""
"mp-771714","Li3MnNi3O8","R3m","-1.463","0.043","0.000","","15","4.425","142.55","true","trigonal",""
"mp-762624","Li2Mn(NiO3)2","C2","-1.502","0.046","0.486","","11","4.474","104.746","false","monoclinic",""
"mp-762588","Li4Mn2Ni5O12","P21","-1.507","0.048","0.124","","46","4.892","423.049","false","monoclinic",""
"mp-762850","Li2MnNi3O8","C2/m","-1.312","0.052","0.130","","14","4.471","138.493","true","monoclinic",""
"mp-772391","Li2Mn3NiO8","P63mc","-1.867","0.052","1.030","","28","4.351","278.926","true","hexagonal",""
"mp-770019","LiMn3(NiO4)2","Imm2","-1.67","0.053","0.000","","14","4.699","147.405","true","orthorhombic",""
"mp-775057","Li2Mn(NiO3)2","Cmce","-1.495","0.054","0.761","","22","4.343","215.786","true","orthorhombic",""
"mp-762610","Li2MnNi3O8","P1","-1.306","0.057","0.000","","14","4.482","138.156","false","triclinic",""
"mp-775284","Li2Mn3NiO8","P213","-1.86","0.059","1.529","","56","4.256","570.245","true","cubic",""
"mp-779228","Li4MnNi5O12","C2","-1.312","0.06","0.461","","22","4.403","214.28","true","monoclinic",""
"mp-762611","Li3Mn2Ni5O12","C2","-1.405","0.061","0.314","","22","4.888","209.305","true","monoclinic",""
"mp-762854","Li4Mn2Ni3O10","P1","-1.624","0.061","0.018","","19","4.484","175.422","false","triclinic",""
"mp-543105","LiMn2NiO6","C2/c","-1.655","0.063","1.342","","20","3.961","227.636","true","monoclinic",""
"mp-769859","Li4Mn5Ni3O16","Cm","-1.716","0.064","0.000","","28","4.49","271.649","true","monoclinic",""
"mp-762753","Li3Mn5(NiO6)2","P1","-1.824","0.07","0.494","","66","4.63","650.887","true","triclinic",""
"mp-773349","Li5Mn3(NiO5)2","P1","-1.859","0.072","0.000","","20","4.307","183.847","true","triclinic",""
"mp-762829","LiMn3NiO8","C2/m","-1.666","0.073","0.111","","13","4.074","146.107","true","monoclinic",""
"mp-762633","LiMn2NiO6","P1","-1.644","0.074","0.759","","10","4.248","106.137","true","triclinic",""
"mp-565580","Li2Mn2NiO6","Cmce","-1.827","0.076","1.499","","22","4.068","227.318","true","orthorhombic",""
"mp-762672","Li2Mn2NiO6","P1","-1.826","0.076","0.324","","33","4.277","324.316","false","triclinic",""
"mp-763636","Li2Mn3NiO8","C2/m","-1.842","0.077","0.487","","14","4.207","144.227","false","monoclinic",""
"mp-763980","Li6Mn5Ni3O16","Cm","-1.814","0.081","0.258","","30","4.506","275.826","true","monoclinic",""
"mp-775319","Li2Mn3NiO8","R3m","-1.837","0.083","0.771","","14","4.26","142.418","true","trigonal",""
"mp-773286","Li4Mn5NiO12","C2/m","-1.919","0.092","0.015","","22","3.934","233.487","true","monoclinic",""
"mp-764043","Li3Mn3NiO8","Cc","-1.876","0.098","0.363","","30","4.416","280.034","true","monoclinic",""
"mp-771665","Li2MnNiO4","P2/m","-1.768","0.105","0.296","","8","4.462","71.276","true","monoclinic",""
"mp-863850","Li3Mn3NiO8","C2/m","-1.851","0.123","0.000","","15","4.206","146.981","true","monoclinic",""
"mp-37620","LiMnO2","I41/amd","-2.158","0","0.000","157","8","4.157","75.001","true","tetragonal",""
"mp-18988","Li2MnO3","C2/m","-2.186","0","1.774","","12","3.723","104.2","true","monoclinic",""
"mp-691115","Li4Mn5O12","C2/c","-2.06","0","1.000","","42","3.896","421.527","true","monoclinic",""
"mp-698582","Li5Mn7O16","Pnnm","-2.073","0","0.779","","56","3.898","575.326","true","orthorhombic",""
"mp-770533","Li6MnO4","P42/nmc","-2.061","0","2.619","","22","2.502","213.113","true","tetragonal",""
"mp-775236","LiMnO2","C2/m","-2.157","0.001","1.251","","4","4.059","38.406","true","monoclinic",""
"mp-705804","LiMnO2","Cm","-2.156","0.002","1.323","","80","4.006","778.247","false","monoclinic",""
"mp-565348","LiMnO2","I41/amd","-2.156","0.002","1.209","","16","4.023","154.978","true","tetragonal",""
"mp-18767","LiMnO2","Pmmn","-2.154","0.004","1.063","","8","4.021","77.545","true","orthorhombic",""
"mp-694851","LiMnO2","Pmm2","-2.154","0.005","0.013","","56","4.023","542.511","false","orthorhombic",""
"mp-776365","Li9Mn21O40","P1","-2.067","0.006","0.029","","70","4.111","749.818","false","triclinic",""
"mp-706714","Li9Mn15O32","P1","-2.066","0.006","0.509","","56","3.975","584.158","true","triclinic",""
"mp-769450","Li9Mn15O32","P1","-2.066","0.006","0.164","","56","3.987","582.428","false","triclinic",""
"mp-19279","Li2MnO2","P3m1","-2.036","0.009","2.436","","5","3.482","48.075","false","trigonal",""
"mp-705742","Li13Mn21O48","Cm","-2.019","0.009","0.026","","82","3.914","853.617","false","monoclinic",""
"mp-641353","LiMn2O4","Fddd","-2.063","0.009","0.013","","126","4.047","1335.4","false","orthorhombic",""
"mp-690161","Li9Mn20O40","P1","-2.048","0.01","0.047","","69","4.023","743.478","false","triclinic",""
"mp-705961","Li5Mn12O24","Cm","-2.03","0.012","0.009","","123","4.005","1340.831","false","monoclinic",""
"mp-698600","Li11Mn13O32","C2/m","-2.036","0.012","0.000","","56","3.804","568.598","true","monoclinic",""
"mp-773331","Li3MnO3","P42/mnm","-2.108","0.012","1.392","","28","2.795","294.15","true","tetragonal",""
"mp-699179","Li7Mn17O32","C2","-2.06","0.013","0.281","","56","4.087","607.249","false","monoclinic",""
"mp-770534","Li2Mn3O7","P1","-2.016","0.013","1.396","","24","3.843","251.228","true","triclinic",""
"mp-765167","Li13Mn17O40","C2/m","-2.051","0.014","0.000","","70","3.917","705.522","false","monoclinic",""
"mp-771616","Li7Mn5O12","C2","-2.158","0.014","0.734","","24","3.956","216.26","true","monoclinic",""
"mp-767904","Li9Mn14O32","Cm","-2.025","0.014","0.000","","55","3.91","570.602","true","monoclinic",""
"mp-763655","LiMn3O6","P1","-1.985","0.015","0.336","","40","4.039","440.267","false","triclinic",""
"mp-767340","LiMnO2","P1","-2.141","0.017","0.118","","24","4.156","225.037","true","triclinic",""
"mp-694974","Li7Mn16O32","P1","-2.035","0.017","0.004","","55","4.032","592.823","false","triclinic",""
"mp-868928","Li6Mn9O20","C2/m","-2.053","0.02","0.035","","70","3.951","719.608","false","monoclinic",""
"mp-25542","LiMnO2","Cm","-2.138","0.02","1.138","","4","3.719","41.911","false","monoclinic",""
"mp-769440","Li7Mn8O20","C2/m","-2.021","0.021","0.000","","70","3.813","703.892","true","monoclinic",""
"mp-691123","Li7Mn10O24","C2","-1.99","0.022","1.149","","41","3.862","422.158","true","monoclinic",""
"mp-765516","Li8Mn9O18","P1","-2.127","0.022","0.563","","70","4.019","692.358","true","triclinic",""
"mp-771583","LiMn2O4","P63mc","-2.05","0.022","0.078","","28","4.128","290.973","true","hexagonal",""
"mp-764764","Li7Mn5O12","C2/m","-2.146","0.026","0.630","","24","3.899","219.435","true","monoclinic",""
"mp-761972","Li7Mn14O32","R3m","-1.941","0.026","0.000","","53","3.94","560.458","true","trigonal",""
"mp-780711","Li4Mn3O8","R32","-2.099","0.028","1.672","","60","3.691","576.867","true","trigonal",""
"mp-705765","Li3Mn8O16","Pmmn","-1.994","0.028","0.000","","54","4.028","590.543","true","orthorhombic",""
"mp-773337","Li5Mn7O12","C2","-2.103","0.029","0.000","","24","4.35","233.319","true","monoclinic",""
"mp-769728","Li3Mn4O8","C2/m","-2.102","0.029","0.744","","15","4.025","152.073","true","monoclinic",""
"mp-780161","LiMnO2","P1","-2.129","0.029","0.020","","48","4.133","452.578","true","triclinic",""
"mp-698705","Li4Mn13O24","P1","-2.019","0.03","0.001","","41","4.122","453.611","false","triclinic",""
"mp-770260","Li8MnO6","R3","-2.087","0.03","1.790","","15","2.738","125.214","true","trigonal",""
"mp-770537","LiMn2O3","C2/c","-2.075","0.03","0.000","","24","4.531","241.599","true","monoclinic",""
"mp-762411","LiMn3O6","C2/m","-1.969","0.032","0.963","","10","3.914","113.594","true","monoclinic",""
"mp-763710","Li3Mn4O8","C2/m","-2.098","0.033","0.741","","15","4.053","151.021","true","monoclinic",""
"mp-764701","Li8Mn5O10","P1","-2.051","0.033","0.465","","23","3.505","232.231","true","triclinic",""
"mp-36240","LiMn8O16","Pmmn","-1.853","0.033","0.000","","50","4.06","574.565","true","orthorhombic",""
"mp-769702","LiMn4O8","C2/m","-1.923","0.034","0.222","","13","3.9","151.002","true","monoclinic",""
"mp-34650","LiMn3O4","C2/m","-2.046","0.034","0.000","","16","4.65","168.387","true","monoclinic",""
"mp-770608","Li3Mn3O8","P4332","-1.98","0.034","0.000","","56","3.676","566.66","true","cubic",""
"mp-775739","LiMn28O56","R3","-1.798","0.034","0.016","","85","4.13","981.424","false","trigonal",""
"mp-768056","LiMn10O20","I41/a","-1.837","0.035","0.000","","62","4.097","710.314","true","tetragonal",""
"mp-762412","Li2Mn3O6","C2/m","-2.078","0.036","0.841","","11","4.011","113.735","true","monoclinic",""
"mp-694894","LiMn12O24","P2/c","-1.826","0.036","0.002","","74","4.09","852.708","false","monoclinic",""
"mp-770866","LiMn5O8","P4332","-2.034","0.036","0.000","","56","4.394","619.212","true","cubic",""
"mp-762406","LiMn4O8","C2/m","-1.921","0.036","0.507","","13","4.048","145.504","true","monoclinic",""
"mp-762537","LiMn6O12","C2","-1.874","0.036","0.000","","57","3.916","672.321","false","monoclinic",""
"mp-770710","Li3Mn7O16","R3m","-1.89","0.037","0.000","","26","3.941","278.644","true","trigonal",""
"mp-771858","LiMnO2","C2/m","-2.121","0.037","0.000","","16","4.191","148.774","true","monoclinic",""
"mp-775467","Li5MnO4","Aea2","-2.068","0.037","1.267","","20","2.526","201.999","true","orthorhombic",""
"mp-780186","Li9Mn10O20","P1","-2.112","0.037","0.440","","39","4.036","383.365","false","triclinic",""
"mp-762407","Li6Mn5O10","Cm","-2.094","0.038","0.721","","21","3.601","219.664","true","monoclinic",""
"mp-35530","LiMn4O8","F43m","-1.919","0.038","0.029","","13","4.036","145.914","true","cubic",""
"mp-769666","Li5Mn6O12","P1","-2.105","0.039","0.000","","23","4.015","230.091","true","triclinic",""
"mp-25015","LiMn2O4","Fd3m","-2.033","0.039","0.000","","14","4.008","149.816","true","cubic",""
"mp-770510","Li5MnO4","Pbca","-2.067","0.039","0.101","","80","2.573","793.302","true","orthorhombic",""
"mp-772345","Li4Mn3O8","R3m","-2.088","0.039","1.008","","15","3.653","145.734","true","trigonal",""
"mp-706830","Li7Mn11O24","C2/m","-2.033","0.04","0.028","","126","3.986","1295.839","false","monoclinic",""
"mp-690435","Li7Mn11O24","C2","-2.033","0.04","0.817","","42","3.974","433.307","true","monoclinic",""
"mp-34461","Li7Mn11O24","P1","-2.033","0.04","0.784","","42","3.957","435.173","false","triclinic",""
"mp-772021","LiMnO2","P1","-2.117","0.041","0.466","","20","4.093","190.421","false","triclinic",""
"mp-764763","Li7Mn4O12","P1","-2.077","0.042","0.000","","23","3.653","209.263","true","triclinic",""
"mp-761797","Li6Mn15O32","P1","-1.943","0.042","0.020","","53","3.945","579.921","false","triclinic",""
"mp-780141","Li6Mn5O12","P1","-2.109","0.042","0.722","","46","3.873","435.917","true","triclinic",""
"mp-770797","LiMn2O4","R3m","-2.03","0.042","0.291","","14","4.101","146.429","true","trigonal",""
"mvc-16814","Li3Mn4O8","Cm","-2.088","0.043","0.450","","15","3.997","153.113","false","monoclinic",""
"mp-771942","Li3Mn5O8","R3m","-2.076","0.043","0.000","","16","4.398","159.914","true","trigonal",""
"mp-770530","Li14Mn2O9","P3","-2.02","0.043","2.594","","25","2.364","246.56","true","trigonal",""
"mp-775531","LiMnO2","Cc","-2.115","0.044","0.901","","8","4.005","77.846","true","monoclinic",""
"mp-764759","Li6Mn5O12","C2","-2.107","0.044","0.338","","23","3.97","212.628","true","monoclinic",""
"mp-762419","Li4Mn7O12","P1","-2.085","0.044","0.259","","69","4.296","700.725","false","triclinic",""
"mp-33461","Li3Mn3O8","R3m","-1.969","0.045","0.000","","14","3.644","142.918","true","trigonal",""
"mp-780145","Li11Mn6O16","P1","-2.12","0.046","0.531","","66","3.73","589.414","false","triclinic",""
"mp-849676","Li5Mn4O8","Cmc21","-2.079","0.046","0.226","","34","3.855","329.483","true","orthorhombic",""
"mp-762869","LiMn2O4","C2/c","-2.026","0.046","0.617","","14","4.009","149.796","true","monoclinic",""
"mp-762514","LiMn3O6","P1","-1.953","0.047","0.495","","40","3.942","451.162","false","triclinic",""
"mp-850107","LiMnO2","Pmmn","-2.109","0.049","0.000","","24","4.216","221.836","true","orthorhombic",""
"mp-694887","Li9Mn22O48","Cm","-1.921","0.049","0.011","","79","3.933","860.859","false","monoclinic",""
"mp-762404","LiMn3O6","Cc","-1.951","0.049","0.786","","20","3.879","229.245","true","monoclinic",""
"mp-770511","LiMn3O5","Pbam","-2.043","0.051","0.274","","36","4.257","392.82","false","orthorhombic",""
"mp-770641","LiMn7O12","I41/acd","-1.962","0.052","0.060","","80","4.537","854.157","false","tetragonal",""
"mp-764770","Li13Mn2O9","P1","-2.028","0.054","0.010","","24","2.409","237.232","true","triclinic",""
"mp-763777","Li4Mn5O10","P1","-2.085","0.055","0.437","","38","4.072","377.177","false","triclinic",""
"mp-765459","Li3Mn4O8","P1","-2.075","0.055","0.000","","30","4.092","299.147","false","triclinic",""
"mp-762459","LiMn2O4","P1","-2.017","0.056","0.505","","42","3.93","458.39","true","triclinic",""
"mp-762421","Li15Mn2O12","P1","-2.034","0.056","0.000","","29","2.677","251.827","true","triclinic",""
"mp-763611","Li2Mn7O12","P21","-2.016","0.056","0.675","","42","4.248","461.651","true","monoclinic",""
"mp-763693","Li3Mn5O10","P1","-2.042","0.056","0.621","","18","4.074","185.647","true","triclinic",""
"mp-698592","Li10Mn21O48","C2/m","-1.897","0.056","0.011","","79","3.869","854.541","false","monoclinic",""
"mp-779964","Li5MnO4","Pmn21","-2.046","0.06","1.439","","20","2.66","191.792","true","orthorhombic",""
"mp-773635","Li8Mn2O9","P1","-1.995","0.06","0.000","","76","2.987","687.946","false","triclinic",""
"mp-774124","Li2MnO2","Immm","-1.985","0.06","0.000","","5","2.995","55.889","true","orthorhombic",""
"mp-763602","Li13Mn8O24","C2","-2.023","0.06","0.009","","45","3.672","413.152","true","monoclinic",""
"mp-770105","Li5MnO4","Pmmn","-2.045","0.061","1.033","","20","2.513","203.046","true","orthorhombic",""
"mp-763779","Li2Mn3O6","P1","-2.052","0.061","0.018","","66","4.023","680.225","false","triclinic",""
"mp-764778","Li3MnO4","I43m","-1.99","0.062","0.000","","32","3.362","276.149","true","cubic",""
"mp-770101","Li5MnO5","C2/m","-1.995","0.062","0.000","","11","2.757","102.156","true","monoclinic",""
"mp-763380","Li4Mn7O16","C2/m","-1.942","0.062","1.047","","27","3.909","283.874","true","monoclinic",""
"mp-762416","Li13Mn8O24","P1","-2.021","0.062","0.003","","45","3.672","413.178","false","triclinic",""
"mp-769733","LiMn7O12","Im3","-1.951","0.062","0.000","","20","4.749","204.018","true","cubic",""
"mp-35929","LiMnO2","C2/c","-2.096","0.063","0.938","","16","3.892","160.217","true","monoclinic",""
"mp-762408","Li13Mn8O24","P2/m","-2.02","0.063","0.000","","45","3.68","412.334","true","monoclinic",""
"mp-770556","Li3MnO3","P321","-2.058","0.063","0.750","","84","3.139","785.695","false","trigonal",""
"mp-773369","Li3MnO4","Cmmm","-1.988","0.063","0.000","","8","3.329","69.707","true","orthorhombic",""
"mp-771669","Li5Mn5O12","P1","-2.05","0.064","0.596","","22","3.636","228.958","true","triclinic",""
"mp-772059","Li5Mn4O8","C2/m","-2.061","0.064","0.000","","17","3.866","164.272","true","monoclinic",""
"mp-769747","Li3MnO3","P21/c","-2.057","0.064","2.497","","28","2.96","277.675","true","monoclinic",""
"mp-762410","Li12Mn2O9","P1","-2.035","0.067","0.950","","23","2.379","235.322","true","triclinic",""
"mp-762516","Li3Mn3O8","C2","-1.946","0.068","0.000","","56","3.608","577.405","true","monoclinic",""
"mp-762409","Li2Mn3O6","Cc","-2.045","0.068","0.710","","22","3.947","231.146","true","monoclinic",""
"mp-763608","LiMn7O12","C2","-1.945","0.068","0.411","","20","4.256","227.642","true","monoclinic",""
"mp-763609","Li4Mn5O10","P1","-2.072","0.069","0.697","","19","3.727","206.047","true","triclinic",""
"mp-705903","Li10Mn23O48","Cm","-1.949","0.069","0.022","","81","3.98","876.556","false","monoclinic",""
"mp-774127","Li3Mn4O8","R3m","-2.06","0.07","0.000","","15","3.952","154.866","true","trigonal",""
"mp-775388","Li5Mn7O15","Cm","-2.026","0.071","0.000","","27","3.747","292.153","true","monoclinic",""
"mp-762420","Li5Mn5O12","P1","-2.042","0.072","0.145","","44","3.802","438.01","false","triclinic",""
"mvc-16811","LiMn2O4","P2/m","-2","0.072","0.092","","7","3.968","75.676","false","monoclinic",""
"mp-771745","Li3Mn3O8","P63mc","-1.938","0.076","0.000","","28","3.609","288.603","true","hexagonal",""
"mp-771075","Li8MnO6","P63cm","-2.04","0.076","0.756","","30","2.338","293.23","true","hexagonal",""
"mp-705636","Li3Mn10O20","Cm","-1.906","0.077","0.043","","66","4.044","731.142","false","monoclinic",""
"mp-770527","Li2Mn4O9","P3c1","-1.908","0.078","0.255","","30","4.369","287.034","true","trigonal",""
"mp-766758","Li7Mn11O24","C2/m","-1.995","0.078","0.000","","42","3.941","436.854","true","monoclinic",""
"mp-770099","Li4MnO3","Cc","-1.976","0.08","1.256","","16","2.536","171.14","true","monoclinic",""
"mp-763817","Li6Mn17O40","Cm","-1.769","0.08","0.008","","63","3.823","701.683","false","monoclinic",""
"mp-25539","LiMnO2","R3m","-2.078","0.08","0.000","","4","4.036","38.628","false","trigonal",""
"mp-770514","Li5MnO4","Pbca","-2.024","0.081","1.368","","80","2.498","817.029","true","orthorhombic",""
"mp-764823","Li5Mn6O16","R3m","-1.868","0.082","0.000","","27","3.609","285.418","false","trigonal",""
"mp-763571","Li2Mn5O12","Cc","-1.77","0.083","0.055","","38","3.794","420.64","true","monoclinic",""
"mp-762417","Li5Mn5O12","P1","-2.031","0.083","0.455","","44","4.008","415.48","false","triclinic",""
"mp-762418","Li2Mn3O6","P1","-2.03","0.083","0.349","","44","4.187","435.817","false","triclinic",""
"mp-763695","Li2Mn5O10","P1","-1.945","0.089","0.281","","17","4.069","183.077","true","triclinic",""
"mp-763699","LiMn5O10","P1","-1.84","0.089","0.537","","32","4.092","358.405","true","triclinic",""
"mp-770104","LiMn4O8","C2","-1.866","0.091","0.000","","13","4.137","142.361","true","monoclinic",""
"mp-770528","Li5MnO4","P42/nmc","-2.014","0.092","0.249","","80","2.648","770.841","true","tetragonal",""
"mp-769784","Li2Mn2O3","P21/c","-1.941","0.092","0.557","","14","3.465","164.614","true","monoclinic",""
"mp-763687","Li6MnO6","R3","-1.9","0.094","0.000","","13","2.559","124.963","true","trigonal",""
"mp-773276","Li2Mn3O6","Cmce","-2.018","0.095","0.000","","22","3.82","238.807","true","orthorhombic",""
"mp-34891","Li2Mn15O32","R3m","-1.732","0.095","0.000","","49","3.97","564.658","true","trigonal",""
"mp-763694","Li13Mn2O12","P1","-1.93","0.098","0.004","","27","2.576","252.78","true","triclinic",""
"mp-770513","Li8Mn2O7","P21/c","-2.01","0.102","0.912","","68","2.655","693.863","true","monoclinic",""
"mp-705574","LiMn16O32","Cm","-1.74","0.109","0.000","","49","4.122","563.218","true","monoclinic",""
"mp-698703","Li15Mn21O43","P1","-2.003","0.112","0.009","","79","3.604","896.42","false","triclinic",""
"mp-19438","LiMnO4","Cmcm","-1.423","0.143","1.517","","12","2.695","155.124","true","orthorhombic",""
"mp-691164","Li3Mn2O4","C2/c","-1.917","0.179","0.071","","18","3.802","170.05","true","monoclinic",""
"mp-33314","Li3Mn2O4","Imma","-1.901","0.194","0.010","","18","3.881","166.621","false","orthorhombic",""
"mp-691134","Li7Mn10O20","P1","-1.9","0.22","0.315","","37","3.958","385.161","false","triclinic",""
"mp-704943","Li2Mn3ZnO8","P213","-2.023","0","1.542","1","56","4.319","572.272","true","cubic",""
"mp-769762","Li2AlNiO4","Pc","-2.162","0.072","1.941","8","16","3.173","171.191","true","monoclinic",""
"mp-770357","Li2AlNiO4","Pna21","-2.155","0.079","1.810","","32","3.189","340.617","true","orthorhombic",""
"mp-770084","Li2AlNiO4","C2221","-2.153","0.082","1.815","","16","3.072","176.835","true","orthorhombic",""
"mp-770491","Li3AlNiO4","I41/a","-2.205","0.083","2.429","","72","3.158","717.14","true","tetragonal",""
"mp-770087","LiAlNiO3","P1","-2.292","0.083","3.014","","12","3.837","121.706","true","triclinic",""
"mp-770400","Li2AlNiO4","P21/c","-2.148","0.086","1.672","","32","3.117","348.477","true","monoclinic",""
"mp-769754","Li2AlNiO4","Pmn21","-2.148","0.086","1.381","","16","3.219","168.761","true","orthorhombic",""
"mp-770517","Li9Al(NiO4)2","Pnma","-1.967","0.095","2.829","","80","2.937","757.181","true","orthorhombic",""
"mp-771105","Li5Cu2Ni5O12","C2","-1.31","0.017","0.251","13","24","4.979","215.863","true","monoclinic",""
"mp-764381","Li4CuNi3O8","C2/m","-1.374","0.02","0.019","","16","4.772","137.576","true","monoclinic",""
"mp-849680","Li2CuNiO4","I4m2","-1.393","0.022","0.000","","8","4.772","69.642","true","tetragonal",""
"mp-850174","Li4Cu2Ni5O12","P21","-1.209","0.029","0.212","","46","4.961","428.651","true","monoclinic",""
"mp-772355","Li3Cu(NiO2)4","C2/m","-1.254","0.03","0.000","","16","5.248","141.475","true","monoclinic",""
"mp-775069","Li5Cu2Ni3O10","P1","-1.372","0.034","0.000","","20","4.665","177.228","true","triclinic",""
"mp-861850","Li3CuNi3O8","P1","-1.223","0.038","0.000","","15","4.63","139.32","true","triclinic",""
"mp-780809","Li3Cu(NiO3)2","C2/m","-1.361","0.039","0.000","","12","4.779","103.455","true","monoclinic",""
"mp-770350","Li3Cu4NiO8","C2/m","-1.284","0.044","0.000","","16","5.061","151.49","true","monoclinic",""
"mp-772597","Li2CuNiO4","C2/c","-1.367","0.048","0.000","","16","4.888","135.973","true","monoclinic",""
"mp-771847","Li2CuNiO4","P2/m","-1.36","0.054","0.000","","8","4.756","69.868","true","monoclinic",""
"mp-773166","Li5Cu3(NiO5)2","P1","-1.352","0.071","0.000","","20","4.787","174.392","true","triclinic",""
"mp-773217","Li5Cu5(NiO6)2","C2","-1.256","0.113","0.000","","24","5.089","215.951","true","monoclinic",""
"mp-769522","Li13Mg(Ni6O13)2","P1","-1.451","0.004","0.000","11","52","4.646","441.32","false","triclinic",""
"mp-771050","Li7MgNi7O16","P1","-1.435","0.011","0.348","","31","4.592","267.48","true","triclinic",""
"mp-771784","Li3Mg(NiO2)4","R3m","-1.515","0.015","0.000","","16","4.738","142.971","true","trigonal",""
"mp-771730","Li4MgNi3O8","R3m","-1.62","0.02","0.000","","16","4.281","138.13","true","trigonal",""
"mp-769569","Li6MgNi7O16","P1","-1.351","0.03","0.435","","30","4.484","271.391","true","triclinic",""
"mp-997535","Li9Mg(Ni6O13)2","P1","-1.264","0.031","0.427","","48","4.477","447.689","false","triclinic",""
"mp-771786","Li2MgNi3O8","C2/m","-1.329","0.051","0.809","","14","4.188","135.709","true","monoclinic",""
"mp-762905","Li6Mg(Ni6O13)2","P1","-1.099","0.051","0.661","","45","4.451","442.534","true","triclinic",""
"mp-769526","Li7MgNi7O16","C2","-1.391","0.055","0.101","","31","4.592","267.519","true","monoclinic",""
"mp-776903","Li3MgNiO4","I41/a","-1.922","0.06","1.301","","72","2.933","760.153","true","tetragonal",""
"mp-772324","Li3MgNi3O8","P2","-1.46","0.064","0.238","","15","4.238","136.831","true","monoclinic",""
"mp-566008","Li2NiO3","C2/m","-1.519","0","1.331","99","12","4.079","98.169","true","monoclinic",""
"mp-774941","Li(NiO2)2","P4332","-1.086","0","0.783","","56","4.749","526.775","true","cubic",""
"mp-769454","Li9(NiO2)10","P1","-1.32","0.001","0.397","","39","4.708","341.875","false","triclinic",""
"mp-19308","Li2NiO2","P3m1","-1.614","0.002","3.710","","10","4.03","86.18","true","trigonal",""
"mp-691145","Li2NiO3","C2/c","-1.517","0.003","1.416","","24","4.042","198.141","true","monoclinic",""
"mp-773266","Li7Ni5O12","C2","-1.443","0.004","0.529","","24","4.436","199.922","true","monoclinic",""
"mp-767992","LiNi2O3","C2/c","-1.223","0.004","0.000","","24","5.339","214.39","true","monoclinic",""
"mp-761369","Li13Ni15O28","P1","-1.337","0.005","0.003","","56","4.868","483.86","false","triclinic",""
"mp-768091","Li4Ni7O11","P1","-1.248","0.005","0.008","","44","5.237","389.754","false","triclinic",""
"mp-771876","Li5NiO4","Pbca","-1.786","0.006","1.869","","80","2.742","762.55","true","orthorhombic",""
"mp-769435","Li13Ni15O28","P1","-1.336","0.006","0.000","","56","4.863","484.421","false","triclinic",""
